Front	Back	Tags
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">识记</span><span class=""chip c3"">软件维护概述</span></div><h1>软件维护的原因</h1><div class=""q"">引起软件维护的原因可归纳为3点：1）<span class=""blank"">______</span>在使用<span class=""blank"">______</span>中发现了软件测试<span class=""blank"">______</span>没有发现的错误；2）软件在使用过程中环境发生变化（如更换了新的操作系统、更新了设备等）；3）用户在使用软件过程中产生了新的需求。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">识记</span><span class=""chip c3"">软件维护概述</span></div><h1>软件维护的原因</h1><div class=""a"">引起软件维护的原因可归纳为3点：1）<span class=""hit"">用户</span>在使用<span class=""hit"">软件过程</span>中发现了软件测试<span class=""hit"">阶段</span>没有发现的错误；2）软件在使用过程中环境发生变化（如更换了新的操作系统、更新了设备等）；3）<span class=""hit"">用户</span>在使用<span class=""hit"">软件过程</span>中产生了新的需求。</div><div class=""ansbox"">挖空答案：<b>用户；软件过程；阶段</b></div><div class=""pg"">教材页码：P184</div>"	软件维护 识记 软件维护概述 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">识记</span><span class=""chip c3"">软件维护概述</span></div><h1>软件维护的分类</h1><div class=""q"">由不同原因引起的软件维护分为4类：1）<span class=""blank"">______</span>——在软件交付使用后，为识别和纠正软件错误、改正软件性能上的缺陷、排除实施中的误使用而进行的诊断和改正错误的过程；2）<span class=""blank"">______</span>——为使软件适应外部环境（新的硬件及软件配置）或数据环境（数据库、数据格式、数据输入/输出方式、数据存储介质）的变化而修改软件的过程；3）<span class=""blank"">______</span>——为满足用户新的功能与性能要求，扩充软件功能、增强软件性能、改进加工效率、提高可维护性而进行的维护活动（几种维护活动中占比最大，约占整个维护工作的50%）；4）预防性维护——为提高软件的可维护性、可靠性等，为以后进一步改进软件打下良好基础所进行的软件维护。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">识记</span><span class=""chip c3"">软件维护概述</span></div><h1>软件维护的分类</h1><div class=""a"">由不同原因引起的软件维护分为4类：1）<span class=""hit"">改正性维护</span>——在软件交付使用后，为识别和纠正软件错误、改正软件性能上的缺陷、排除实施中的误使用而进行的诊断和改正错误的过程；2）<span class=""hit"">适应性维护</span>——为使软件适应外部环境（新的硬件及软件配置）或数据环境（数据库、数据格式、数据输入/输出方式、数据存储介质）的变化而修改软件的过程；3）<span class=""hit"">完善性维护</span>——为满足用户新的功能与性能要求，扩充软件功能、增强软件性能、改进加工效率、提高可维护性而进行的维护活动（几种维护活动中占比最大，约占整个维护工作的50%）；4）预防性维护——为提高软件的可维护性、可靠性等，为以后进一步改进软件打下良好基础所进行的软件维护。</div><div class=""ansbox"">挖空答案：<b>改正性维护；适应性维护；完善性维护</b></div><div class=""pg"">教材页码：P185</div>"	软件维护 识记 软件维护概述 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护概述</span></div><h1>影响维护工作量的因素</h1><div class=""q"">影响<span class=""blank"">______</span>工作量的因素主要有：1）软件系统的规模——系统越大、功能越复杂，理解越困难，维护工作量越高（可用程序语句数、程序数、输入输出文件数、数据库所占字节数及预定义用户报表数度量）；2）程序设计语言——语言功能越强，完成相同功能所需代码行越少；用较老语言编写、逻辑复杂混乱、未做到模块化和结构化的程序可读性差，维护困难；3）系统年龄——老系统随不断修改结构越来越乱、人员更换频繁、程序越来越难理解，且多未按<span class=""blank"">______</span>要求开发、文档缺失或与程序不一致，维护工作量更大；4）数据库工具等可减少生成用户报表应用软件的维护工作量；5）先进的软件开发技术——采用<span class=""blank"">______</span>技术、软件复用技术等使软件结构稳定的分析设计与程序设计技术，可减少大量维护工作量。此外应用类型、数学模型、任务难度、IF语句嵌套深度、索引数或下标数等也有影响。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护概述</span></div><h1>影响维护工作量的因素</h1><div class=""a"">影响<span class=""hit"">软件维护</span>工作量的因素主要有：1）软件系统的规模——系统越大、功能越复杂，理解越困难，维护工作量越高（可用程序语句数、程序数、输入输出文件数、数据库所占字节数及预定义用户报表数度量）；2）程序设计语言——语言功能越强，完成相同功能所需代码行越少；用较老语言编写、逻辑复杂混乱、未做到模块化和结构化的程序可读性差，维护困难；3）系统年龄——老系统随不断修改结构越来越乱、人员更换频繁、程序越来越难理解，且多未按<span class=""hit"">软件工程</span>要求开发、文档缺失或与程序不一致，维护工作量更大；4）数据库工具等可减少生成用户报表应用软件的维护工作量；5）先进的软件开发技术——采用<span class=""hit"">面向对象</span>技术、软件复用技术等使软件结构稳定的分析设计与程序设计技术，可减少大量维护工作量。此外应用类型、数学模型、任务难度、IF语句嵌套深度、索引数或下标数等也有影响。</div><div class=""ansbox"">挖空答案：<b>软件维护；软件工程；面向对象</b></div><div class=""pg"">教材页码：P185</div>"	软件维护 领会 软件维护概述 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护概述</span></div><h1>改正性维护、适应性维护和完善性维护采取的不同策略</h1><div class=""q"">针对三类维护采取不同策略以控制维护成本：（1）<span class=""blank"">______</span>——通过使用新技术（数据库管理系统、软件开发环境、程序自动生成系统、较高级程序设计语言）提高可靠性、减少改正性维护需要；并利用4种方法产生更可靠的软件：利用应用软件包、采用结构化技术开发、利用防错性程序设计（把自检功能引入程序）、通过周期性维护审查在问题形成前确定质量问题。（2）<span class=""blank"">______</span>——虽不可避免但可控制：配置管理时把硬件、操作系统等环境因素可能变化考虑在内；把与硬件、操作系统及外围设备有关的程序归到特定程序模块中，将环境变化引起的修改局限于某些模块；使用内部程序列表、外部文件及处理的例行程序包为修改提供方便。（3）<span class=""blank"">______</span>——利用前两类方法（特别是数据库管理系统、程序生成器、应用软件包）减少工作量；建立软件系统的原型并在实际开发前提供给用户，用户通过研究原型进一步完善功能要求，减少以后完善性维护的需要。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护概述</span></div><h1>改正性维护、适应性维护和完善性维护采取的不同策略</h1><div class=""a"">针对三类维护采取不同策略以控制维护成本：（1）<span class=""hit"">改正性维护</span>——通过使用新技术（数据库管理系统、软件开发环境、程序自动生成系统、较高级程序设计语言）提高可靠性、减少<span class=""hit"">改正性维护</span>需要；并利用4种方法产生更可靠的软件：利用应用软件包、采用结构化技术开发、利用防错性程序设计（把自检功能引入程序）、通过周期性维护审查在问题形成前确定质量问题。（2）<span class=""hit"">适应性维护</span>——虽不可避免但可控制：配置管理时把硬件、操作系统等环境因素可能变化考虑在内；把与硬件、操作系统及外围设备有关的程序归到特定程序模块中，将环境变化引起的修改局限于某些模块；使用内部程序列表、外部文件及处理的例行程序包为修改提供方便。（3）<span class=""hit"">完善性维护</span>——利用前两类方法（特别是数据库管理系统、程序生成器、应用软件包）减少工作量；建立软件系统的原型并在实际开发前提供给用户，用户通过研究原型进一步完善功能要求，减少以后<span class=""hit"">完善性维护</span>的需要。</div><div class=""ansbox"">挖空答案：<b>改正性维护；适应性维护；完善性维护</b></div><div class=""pg"">教材页码：P186</div>"	软件维护 领会 软件维护概述 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护概述</span></div><h1>维护工作量的模型</h1><div class=""q""><span class=""blank"">______</span>工作量模型：M = p + Kc − d。其中M是维护中消耗的总工作量，P是生产性工作量，K是一个经验常数，c是因缺乏好的设计和文档而导致复杂性的度量，d是对软件熟悉程度的度量。该模型表明，如果使用了不好的软件开发<span class=""blank"">______</span>、软件文档不齐全、程序难以理解、原来参加开发的人员或小组不能参加维护、维护人员对软件不熟悉，则工作量及<span class=""blank"">______</span>将按指数级增加。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护概述</span></div><h1>维护工作量的模型</h1><div class=""a""><span class=""hit"">软件维护</span>工作量模型：M = p + Kc − d。其中M是维护中消耗的总工作量，P是生产性工作量，K是一个经验常数，c是因缺乏好的设计和文档而导致复杂性的度量，d是对软件熟悉程度的度量。该模型表明，如果使用了不好的软件开发<span class=""hit"">方法</span>、软件文档不齐全、程序难以理解、原来参加开发的人员或小组不能参加维护、维护人员对软件不熟悉，则工作量及<span class=""hit"">成本</span>将按指数级增加。</div><div class=""ansbox"">挖空答案：<b>软件维护；方法；成本</b></div><div class=""pg"">教材页码：P187</div>"	软件维护 领会 软件维护概述 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">识记</span><span class=""chip c3"">软件维护的过程</span></div><h1>软件维护期间对程序进行修改的3个步骤</h1><div class=""q""><span class=""blank"">______</span>期间对源程序的修改不能无<span class=""blank"">______</span>地仓促上阵，为了正确、有效地修改程序，需要经历3个<span class=""blank"">______</span>：分析理解程序、修改程序、重新验证程序。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">识记</span><span class=""chip c3"">软件维护的过程</span></div><h1>软件维护期间对程序进行修改的3个步骤</h1><div class=""a""><span class=""hit"">软件维护</span>期间对源程序的修改不能无<span class=""hit"">计划</span>地仓促上阵，为了正确、有效地修改程序，需要经历3个<span class=""hit"">步骤</span>：分析理解程序、修改程序、重新验证程序。</div><div class=""ansbox"">挖空答案：<b>软件维护；计划；步骤</b></div><div class=""pg"">教材页码：P189</div>"	软件维护 识记 软件维护的过程 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>维护机构的组织及组织内的分工</h1><div class=""q"">为有效组织软件维护，应确立正式或非正式的<span class=""blank"">______</span>。组织及分工：将软件<span class=""blank"">______</span>报告提交给维护管理员，维护管理员把申请交给某个系统监督员去评价；系统监督员是技术人员，必须熟悉产品程序的某一部分；系统监督员评价后由修改负责人确定如何进行修改；在维护人员对程序进行修改过程中，由<span class=""blank"">______</span>员严格把关，控制修改的范围，对软件配置进行审计。维护管理员、系统监督员、修改负责人等代表维护工作中承担某类工作的角色，修改负责人和维护管理员可以是指定的某个人或包括管理人员、高级技术人员在内的小组，系统监督员也可同时承担其他角色但应具体分管某一个软件包。开始维护前就把责任明确、为人员指定角色、规定不同角色所承担责任，可大大减少维护过程中的混乱。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>维护机构的组织及组织内的分工</h1><div class=""a"">为有效组织软件维护，应确立正式或非正式的<span class=""hit"">维护机构</span>。组织及分工：将软件<span class=""hit"">维护申请</span>报告提交给维护管理员，维护管理员把申请交给某个系统监督员去评价；系统监督员是技术人员，必须熟悉产品程序的某一部分；系统监督员评价后由修改负责人确定如何进行修改；在维护人员对程序进行修改过程中，由<span class=""hit"">配置管理</span>员严格把关，控制修改的范围，对软件配置进行审计。维护管理员、系统监督员、修改负责人等代表维护工作中承担某类工作的角色，修改负责人和维护管理员可以是指定的某个人或包括管理人员、高级技术人员在内的小组，系统监督员也可同时承担其他角色但应具体分管某一个软件包。开始维护前就把责任明确、为人员指定角色、规定不同角色所承担责任，可大大减少维护过程中的混乱。</div><div class=""ansbox"">挖空答案：<b>维护机构；维护申请；配置管理</b></div><div class=""pg"">教材页码：P187</div>"	软件维护 领会 软件维护的过程 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>维护申请报告的内容</h1><div class=""q""><span class=""blank"">______</span>申请报告由申请维护的用户填写：若遇到一个错误，用户必须完整说明产生错误的情况，包括输入数据、错误清单及其他有关材料；若申请的是<span class=""blank"">______</span>或<span class=""blank"">______</span>，用户必须提出一份修改说明书，列出所有希望的修改，维护申请报告由维护管理员和系统监督员研究处理。软件组织内部还应形成相应的软件修改报告，说明：1）所需修改变动的性质；2）申请修改的优先级；3）为完成该维护内容所需的工作量；4）预计修改后的状况。软件修改报告应提交给修改负责人，经批准后才能开始进一步安排维护工作。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>维护申请报告的内容</h1><div class=""a""><span class=""hit"">软件维护</span>申请报告由申请维护的用户填写：若遇到一个错误，用户必须完整说明产生错误的情况，包括输入数据、错误清单及其他有关材料；若申请的是<span class=""hit"">适应性维护</span>或<span class=""hit"">完善性维护</span>，用户必须提出一份修改说明书，列出所有希望的修改，维护申请报告由维护管理员和系统监督员研究处理。软件组织内部还应形成相应的软件修改报告，说明：1）所需修改变动的性质；2）申请修改的优先级；3）为完成该维护内容所需的工作量；4）预计修改后的状况。软件修改报告应提交给修改负责人，经批准后才能开始进一步安排维护工作。</div><div class=""ansbox"">挖空答案：<b>软件维护；适应性维护；完善性维护</b></div><div class=""pg"">教材页码：P188</div>"	软件维护 领会 软件维护的过程 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>软件维护工作的一般步骤</h1><div class=""q"">软件维护工作的一般步骤：第一步确认维护要求——维护人员与用户反复协商，弄清错误概况及对业务的影响大小、用户希望做的修改，并把这些情况存入故障数据库；第二步由维护管理员确认维护类型。对<span class=""blank"">______</span>从评价错误的严重性开始：存在严重错误则安排人员在系统监督员指导下进行问题分析、寻找错误原因、进行紧急维护；不严重的错误按轻重缓急排队统一安排时间。对适应性和<span class=""blank"">______</span>先确定每项申请的优先次序，优先级非常高可立即开始，否则和其他开发工作一样排队统一安排时间。尽管<span class=""blank"">______</span>类型不同，但都要进行同样的技术工作：修改软件需求说明、修改软件设计、进行设计评审、对源程序做必要修改、进行软件测试、进行软件配置评审等。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>软件维护工作的一般步骤</h1><div class=""a"">软件维护工作的一般步骤：第一步确认维护要求——维护人员与用户反复协商，弄清错误概况及对业务的影响大小、用户希望做的修改，并把这些情况存入故障数据库；第二步由维护管理员确认维护类型。对<span class=""hit"">改正性维护</span>从评价错误的严重性开始：存在严重错误则安排人员在系统监督员指导下进行问题分析、寻找错误原因、进行紧急维护；不严重的错误按轻重缓急排队统一安排时间。对适应性和<span class=""hit"">完善性维护</span>先确定每项申请的优先次序，优先级非常高可立即开始，否则和其他开发工作一样排队统一安排时间。尽管<span class=""hit"">维护申请</span>类型不同，但都要进行同样的技术工作：修改软件需求说明、修改软件设计、进行设计评审、对源程序做必要修改、进行软件测试、进行软件配置评审等。</div><div class=""ansbox"">挖空答案：<b>改正性维护；完善性维护；维护申请</b></div><div class=""pg"">教材页码：P188</div>"	软件维护 领会 软件维护的过程 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>维护档案记录</h1><div class=""q"">为估计<span class=""blank"">______</span>的有效程度、确定软件产品的质量及维护的实际开销，需在<span class=""blank"">______</span>中做好维护档案记录，内容包括：程序名称、源程序语句条数、机器代码指令条数、所用的程序设计语言、程序安装的日期、安装后的运行次数、与运行次数有关的故障处理次数、程序改变的层次及名称、修改所增加的源程序语句条数、修改所减少的源程序语句条数、每次修改所付出的“人时”数、修改程序的日期、软件维护人员的姓名、<span class=""blank"">______</span>报告的名称、维护类型、维护开始时间和结束时间、花费在维护上的累计“人时”数、维护工作的净收益等。对每项维护任务都应收集上述数据。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>维护档案记录</h1><div class=""a"">为估计<span class=""hit"">软件维护</span>的有效程度、确定软件产品的质量及维护的实际开销，需在<span class=""hit"">维护过程</span>中做好维护档案记录，内容包括：程序名称、源程序语句条数、机器代码指令条数、所用的程序设计语言、程序安装的日期、安装后的运行次数、与运行次数有关的故障处理次数、程序改变的层次及名称、修改所增加的源程序语句条数、修改所减少的源程序语句条数、每次修改所付出的“人时”数、修改程序的日期、<span class=""hit"">软件维护</span>人员的姓名、<span class=""hit"">维护申请</span>报告的名称、维护类型、维护开始时间和结束时间、花费在维护上的累计“人时”数、维护工作的净收益等。对每项维护任务都应收集上述数据。</div><div class=""ansbox"">挖空答案：<b>软件维护；维护过程；维护申请</b></div><div class=""pg"">教材页码：P189</div>"	软件维护 领会 软件维护的过程 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>维护性能方面的度量值</h1><div class=""q"">如果<span class=""blank"">______</span>做得比较好，就可以得出一些维护性能方面的度量值，可参考的有：1）每次程序运行时的平均出错次数；2）花费在每类维护上的总“<span class=""blank"">______</span>”数；3）每个程序、每种语言、每种维护类型的程序平均修改次数；4）用于每种语言的平均“人时”数；5）<span class=""blank"">______</span>报告的平均处理时间；6）各类维护申请的百分比。这些度量值提供了定量数据，据此可对开发技术、语言选择、维护工作计划、资源分配以及其他许多方面做出判定，用来评价维护工作。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>维护性能方面的度量值</h1><div class=""a"">如果<span class=""hit"">维护档案记录</span>做得比较好，就可以得出一些维护性能方面的度量值，可参考的有：1）每次程序运行时的平均出错次数；2）花费在每类维护上的总“<span class=""hit"">人时</span>”数；3）每个程序、每种语言、每种维护类型的程序平均修改次数；4）用于每种语言的平均“<span class=""hit"">人时</span>”数；5）<span class=""hit"">维护申请</span>报告的平均处理时间；6）各类<span class=""hit"">维护申请</span>的百分比。这些度量值提供了定量数据，据此可对开发技术、语言选择、维护工作计划、资源分配以及其他许多方面做出判定，用来评价维护工作。</div><div class=""ansbox"">挖空答案：<b>维护档案记录；人时；维护申请</b></div><div class=""pg"">教材页码：P189</div>"	软件维护 领会 软件维护的过程 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>分析理解程序必须完成的工作和所采取的方法</h1><div class=""q"">分析理解程序必须完成的工作：1）理解程序的功能和目标；2）掌握程序的<span class=""blank"">______</span>（从程序中细分出程序系统结构、控制结构、数据结构和输入/输出结构等结构成分）；3）了解数据流信息（数据来自何处、在哪里被使用）；4）了解控制流信息（执行每条路径的结果）；5）理解程序的操作要求。所采取的方法是<span class=""blank"">______</span>地理解现有源程序的程序结构和数据结构：1）分析程序<span class=""blank"">______</span>（搜集存储该程序的所有文件、记下过程名、建立过程名和文件名文件、建立直接调用矩阵或调用树、分析各过程接口并估计更改复杂性）；2）数据跟踪（建立各层次程序级接口图，利用数据流分析方法对过程内部变量进行跟踪）；3）控制流跟踪（在结构图或源程序基础上，采用符号执行或实际动态跟踪方法了解数据如何从输入源到达输出点）；4）充分阅读和使用源程序清单和文档，分析现有文档的合理性；5）充分使用编译程序或汇编程序提供的交叉引用表、符号表等有用信息；6）如有可能积极参加开发工作。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>分析理解程序必须完成的工作和所采取的方法</h1><div class=""a"">分析理解程序必须完成的工作：1）理解程序的功能和目标；2）掌握程序的<span class=""hit"">结构</span>（从程序中细分出程序系统<span class=""hit"">结构</span>、控制<span class=""hit"">结构</span>、数据<span class=""hit"">结构</span>和输入/输出<span class=""hit"">结构</span>等<span class=""hit"">结构</span>成分）；3）了解数据流信息（数据来自何处、在哪里被使用）；4）了解控制流信息（执行每条路径的结果）；5）理解程序的操作要求。所采取的方法是<span class=""hit"">自顶向下</span>地理解现有源程序的程序<span class=""hit"">结构</span>和数据<span class=""hit"">结构</span>：1）分析程序<span class=""hit"">结构图</span>（搜集存储该程序的所有文件、记下过程名、建立过程名和文件名文件、建立直接调用矩阵或调用树、分析各过程接口并估计更改复杂性）；2）数据跟踪（建立各层次程序级接口图，利用数据流分析方法对过程内部变量进行跟踪）；3）控制流跟踪（在<span class=""hit"">结构图</span>或源程序基础上，采用符号执行或实际动态跟踪方法了解数据如何从输入源到达输出点）；4）充分阅读和使用源程序清单和文档，分析现有文档的合理性；5）充分使用编译程序或汇编程序提供的交叉引用表、符号表等有用信息；6）如有可能积极参加开发工作。</div><div class=""ansbox"">挖空答案：<b>结构；自顶向下；结构图</b></div><div class=""pg"">教材页码：P189</div>"	软件维护 领会 软件维护的过程 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>程序修改计划的内容及程序修改的方法</h1><div class=""q"">程序修改计划的内容主要包括：1）规格说明信息（数据修改、处理修改、作业控制语言修改、系统之间接口的修改等）；2）维护<span class=""blank"">______</span>（新程序版本、测试数据、所需的软件系统等）；3）人员（程序员、<span class=""blank"">______</span>相关人员、技术支持人员、厂家联系人、数据录入人员等）；4）需要的工作资源（纸、笔、计算机媒体等）。修改程序的方法通常采用<span class=""blank"">______</span>：研究程序的各个模块、模块的接口及数据库，从全局观点提出修改计划；依次把要修改的以及受修改影响的模块和数据结构分离出来；详细分析其内部细节，设计修改计划，标明新逻辑及要改动的现有逻辑；向用户提供回避措施（问题原因未找到时先按现象提供回避操作方法或打补丁人工运行；弄清原因后通过临时修改或改变运行控制回避问题）。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>程序修改计划的内容及程序修改的方法</h1><div class=""a"">程序修改计划的内容主要包括：1）规格说明信息（数据修改、处理修改、作业控制语言修改、系统之间接口的修改等）；2）维护<span class=""hit"">资源</span>（新程序版本、测试数据、所需的软件系统等）；3）人员（程序员、<span class=""hit"">用户</span>相关人员、技术支持人员、厂家联系人、数据录入人员等）；4）需要的工作<span class=""hit"">资源</span>（纸、笔、计算机媒体等）。修改程序的方法通常采用<span class=""hit"">自顶向下</span>：研究程序的各个模块、模块的接口及数据库，从全局观点提出修改计划；依次把要修改的以及受修改影响的模块和数据结构分离出来；详细分析其内部细节，设计修改计划，标明新逻辑及要改动的现有逻辑；向<span class=""hit"">用户</span>提供回避措施（问题原因未找到时先按现象提供回避操作方法或打补丁人工运行；弄清原因后通过临时修改或改变运行控制回避问题）。</div><div class=""ansbox"">挖空答案：<b>资源；用户；自顶向下</b></div><div class=""pg"">教材页码：P190</div>"	软件维护 领会 软件维护的过程 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>修改程序时应遵循的要求</h1><div class=""q"">修改程序时应遵循以下要求：1）正确、有效地编写修改程序；2）谨慎修改程序，尽量保持程序的风格及格式，要在程序清单上注明改动的指令；3）不要删除程序语句，除非确定它是无用的；4）不要试图共用程序中已有的临时变量或工作区，为避免冲突或混淆用途应自行设置自己的变量；5）插入<span class=""blank"">______</span>检测语句；6）修改<span class=""blank"">______</span>中做好修改的详细记录，消除<span class=""blank"">______</span>中任何有害的副作用（波动效应）。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>修改程序时应遵循的要求</h1><div class=""a"">修改程序时应遵循以下要求：1）正确、有效地编写修改程序；2）谨慎修改程序，尽量保持程序的风格及格式，要在程序清单上注明改动的指令；3）不要删除程序语句，除非确定它是无用的；4）不要试图共用程序中已有的临时变量或工作区，为避免冲突或混淆用途应自行设置自己的变量；5）插入<span class=""hit"">错误</span>检测语句；6）修改<span class=""hit"">过程</span>中做好修改的详细记录，消除<span class=""hit"">变更</span>中任何有害的副作用（波动效应）。</div><div class=""ansbox"">挖空答案：<b>错误；过程；变更</b></div><div class=""pg"">教材页码：P191</div>"	软件维护 领会 软件维护的过程 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>重新验证程序的方法</h1><div class=""q"">重新验证程序的方法：（1）静态确认——修改软件伴随引起新错误的危险，验证修改后的程序至少需要两个人参加，检查：修改是否涉及规格说明、结果是否符合规格说明、有无误解规格说明；程序的修改是否足以修正问题、源程序代码有无逻辑错误、有无修补失误；修改部分对其他部分有无副作用。（2）计算机确认（<span class=""blank"">______</span>）——先对修改部分测试，然后隔离修改部分测试程序未修改部分，最后把它们组合起来测试；准备标准的<span class=""blank"">______</span>；充分利用软件工具帮助重新验证；邀请<span class=""blank"">______</span>参加重新确认。（3）维护后的验收——交付新软件前维护主管部门检验：全部文档完备并已更新；所有测试用例和测试结果已正确记载；记录软件配置所有副本的工作已完成；维护工序和责任已经确定。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>重新验证程序的方法</h1><div class=""a"">重新验证程序的方法：（1）静态确认——修改软件伴随引起新错误的危险，验证修改后的程序至少需要两个人参加，检查：修改是否涉及规格说明、结果是否符合规格说明、有无误解规格说明；程序的修改是否足以修正问题、源程序代码有无逻辑错误、有无修补失误；修改部分对其他部分有无副作用。（2）计算机确认（<span class=""hit"">确认测试</span>）——先对修改部分测试，然后隔离修改部分测试程序未修改部分，最后把它们组合起来测试；准备标准的<span class=""hit"">测试用例</span>；充分利用软件工具帮助重新验证；邀请<span class=""hit"">用户</span>参加重新确认。（3）维护后的验收——交付新软件前维护主管部门检验：全部文档完备并已更新；所有<span class=""hit"">测试用例</span>和测试结果已正确记载；记录软件配置所有副本的工作已完成；维护工序和责任已经确定。</div><div class=""ansbox"">挖空答案：<b>确认测试；测试用例；用户</b></div><div class=""pg"">教材页码：P191</div>"	软件维护 领会 软件维护的过程 13005软件工程
"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>修改代码的副作用</h1><div class=""q"">在使用程序<span class=""blank"">______</span>语言修改源代码时可能引入<span class=""blank"">______</span>。例如，删除或修改一个子程序、删除或修改一个标号、删除或修改一个标识符、改变程序代码的时序关系、改变占用存储的大小、改变逻辑运算符、修改文件的打开或关闭、把设计上的改变翻译成代码的改变、为边界条件的逻辑测试做出改变时，都容易引入错误。</div>"	"<div class=""top""><span class=""chip c1"">章节：软件维护</span><span class=""chip c2"">领会</span><span class=""chip c3"">软件维护的过程</span></div><h1>修改代码的副作用</h1><div class=""a"">在使用程序<span class=""hit"">设计</span>语言修改源代码时可能引入<span class=""hit"">错误</span>。例如，删除或修改一个子程序、删除或修改一个标号、删除或修改一个标识符、改变程序代码的时序关系、改变占用存储的大小、改变逻辑运算符、修改文件的打开或关闭、把<span class=""hit"">设计</span>上的改变翻译成代码的改变、为边界条件的逻辑测试做出改变时，都容易引入<span class=""hit"">错误</span>。</div><div class=""ansbox"">挖空答案：<b>设计；错误</b></div><div class=""pg"">教材页码：P192</div>"	软件维护 领会 软件维护的过程 13005软件工程
